,Price,Address,Property Type,Beds,Baths,Car,Inspection Time,Area,Agent,RE_URL,Suburb
270,,"24 Foreshore Drive, Donnybrook",,4,2,2,Inspection Sat 25 Jan 2:15 pm,,Ali Celik,https://www.realestate.com.au/property-house-vic-donnybrook-146956036,Donnybrook
271,"$650,000 - $665,000","10 Jum Way, Donnybrook",,4,2,2,Inspection tomorrow 7:15 pm,,Love Sharma,https://www.realestate.com.au/property-house-vic-donnybrook-146466788,Donnybrook
272,"ESR: $619,000 $649,000","16 Cilantro Street, Kalkallo",,4,2,2,Inspection Sat 25 Jan 11:00 am,312m²,Tarwinder Kullar,https://www.realestate.com.au/property-house-vic-kalkallo-146618760,Kalkallo
273,"$480,000-$510,000","37 Rowell Drive, Mernda",,3,2,2,Inspection Sat 25 Jan 11:30 am,,Jim Vasiliou,https://www.realestate.com.au/property-house-vic-mernda-146164108,Mernda
274,,"29 Maryland Road, Kalkallo",,4,3,2,,,Pir Sidhu,https://www.realestate.com.au/property-house-vic-kalkallo-146746720,Kalkallo
275,"$549,000","Lot 36357 Fillmore Drive, Craigieburn",,4,2,2,,162m²,Ethan Playnsek,https://www.realestate.com.au/property-house-vic-craigieburn-146954768,Craigieburn
276,,"Address available on request, Wollert",,4,2,1,,,Kiranvir Buttar,https://www.realestate.com.au/property-house-vic-wollert-141798344,Wollert
277,,"10 Mulholland Street, Kalkallo",,4,2,2,,294m²,Gaurika Kohli,https://www.realestate.com.au/property-house-vic-kalkallo-146746064,Kalkallo
278,"EOI - $565,000 - $595,000","66 Woodman Circuit, Wollert",,3,2,2,Inspection tomorrow 7:00 pm,231m²,Alex Doguluer,https://www.realestate.com.au/property-house-vic-wollert-146952604,Wollert
279,,"27 Corymbia Street, Mickleham",,4,2,2,,,Fadi Yousif,https://www.realestate.com.au/property-house-vic-mickleham-145639344,Mickleham
280,,"1 Jum Way, Donnybrook",,4,2,2,,333m²,Arvin Nagra,https://www.realestate.com.au/property-house-vic-donnybrook-146463740,Donnybrook
281,,"9 Currawong Street, Kalkallo",,4,2,2,Inspection tomorrow 5:45 pm,,Abeer Al-hatab,https://www.realestate.com.au/property-house-vic-kalkallo-146812256,Kalkallo
282,,"3 Eulinga Street, Mickleham",,4,2,2,,,Ali Al Saffar,https://www.realestate.com.au/property-house-vic-mickleham-146820720,Mickleham
283,"$600,000 - 660,000","14 Amfissa Street, Wollert",,4,2,2,Inspection tomorrow 5:45 pm,,Love Sharma,https://www.realestate.com.au/property-house-vic-wollert-146841488,Wollert
284,"$585,000 - $625,000","26 Brass Loop, Wollert",,3,2,1,,,Indy Singh,https://www.realestate.com.au/property-house-vic-wollert-146461660,Wollert
285,"Auction: $600,000 to $660,000","17 Taggiasca Drive, Wollert",,4,2,4,Inspection Sat 25 Jan 11:00 am,262m²,Kamal Kanaan,https://www.realestate.com.au/property-house-vic-wollert-146841052,Wollert
286,"$580,000-$620,000","14 Golden Pkwy, Donnybrook",,4,2,1,,253m²,,https://www.realestate.com.au/property-house-vic-donnybrook-146743444,Donnybrook
287,"$580,000 - $610,000","Address available on request, Greenvale",,3,2,1,,,Jessica Kaur,https://www.realestate.com.au/property-house-vic-greenvale-144906036,Greenvale
288,,"81 Gossia Avenue, Craigieburn",,3,2,1,,,Asad Khan,https://www.realestate.com.au/property-house-vic-craigieburn-145388796,Craigieburn
289,"640,000 - $680,000","10 Goldington Street, Mickleham",,4,2,2,,387m²,,https://www.realestate.com.au/property-house-vic-mickleham-145874616,Mickleham
290,,"198 Highlander Drive, Craigieburn",,3,2,2,,,Admon Paules,https://www.realestate.com.au/property-house-vic-craigieburn-146458932,Craigieburn
291,,"20 Sommerville Avenue, Mernda",,4,2,2,,,Bobby Kosuri,https://www.realestate.com.au/property-house-vic-mernda-146741524,Mernda
292,"$580,000 - $610,000","14 Serenade Street, Donnybrook",,3,2,1,,,Sunny Bawa,https://www.realestate.com.au/property-house-vic-donnybrook-145388064,Donnybrook
293,"ESR: $650,000 - $680,000","30 Guardian Street, Mickleham",,4,2,2,,,Mandeep Gaudia,https://www.realestate.com.au/property-house-vic-mickleham-145900352,Mickleham
294,"$570,000","26 Eremophila Circuit, Craigieburn",,3,2,2,Inspection Sat 25 Jan 9:30 am,212m²,Michael Chan,https://www.realestate.com.au/property-house-vic-craigieburn-146741028,Craigieburn
295,"$550,000 to $570,000","57 Bethnal Avenue, Wollert",,3,2,1,,,Jessica Kaur,https://www.realestate.com.au/property-house-vic-wollert-145631700,Wollert
296,,"13 Cherry Court, Meadow Heights",,4,2,2,Inspection Sat 25 Jan 12:00 pm,530m²,Nadir Jeboo,https://www.realestate.com.au/property-house-vic-meadow+heights-146608320,Meadow Heights
297,"$575,000 - $595,000","20 Leith Drive, Mernda",,3,2,2,Inspection Sat 25 Jan 1:25 pm,300m²,Mario Tucci,https://www.realestate.com.au/property-house-vic-mernda-146725612,Mernda
298,"Private Sale - Contact Agent | $550,000 - $580,000","35 Bowenia Avenue, Craigieburn",,3,2,1,Inspection Sat 25 Jan 1:00 pm,,Sammar Rana,https://www.realestate.com.au/property-house-vic-craigieburn-146896924,Craigieburn
299,"$600,000","Address available on request, Donnybrook",,4,3,2,,,Raj Kapoor,https://www.realestate.com.au/property-house-vic-donnybrook-143787084,Donnybrook
300,"ESR $650,000 - $700,000","10 Trainor Street, Doreen",,4,2,2,,440m²,Luke El Moussalli,https://www.realestate.com.au/property-house-vic-doreen-145765416,Doreen
301,"$650,000 - $695,000","25A Liston Avenue, Reservoir",,3,2,2,Inspection tomorrow 5:30 pm,,Isaac Katsouranis,https://www.realestate.com.au/property-house-vic-reservoir-146607224,Reservoir
302,,"5 Robin Road, Mickleham",,4,2,2,,,Harry Banga,https://www.realestate.com.au/property-house-vic-mickleham-146304004,Mickleham
303,"$629,900 - $664,900","30 Petersfield Way, Donnybrook",,4,2,2,Inspection Sat 25 Jan 11:00 am,,Mohit Jain,https://www.realestate.com.au/property-house-vic-donnybrook-146303764,Donnybrook
304,"$570,000 - $610,000","4 Saint Michel Place, South Morang",,3,2,2,,206m²,Rob Stefanovski,https://www.realestate.com.au/property-house-vic-south+morang-146836840,South Morang
305,,"22 Bracegirdle Drive, Mickleham",,4,3,4,Inspection tomorrow 7:00 pm,,Aayush Sharma,https://www.realestate.com.au/property-house-vic-mickleham-146736976,Mickleham
306,"$550,000 - $600,000","10 Turion Drive, Mickleham",,3,2,2,Inspection Sat 25 Jan 12:00 pm,,Daniel Di Battista,https://www.realestate.com.au/property-house-vic-mickleham-146881520,Mickleham
307,,"10 Nomad Road, Kalkallo",,4,2,2,Inspection tomorrow 6:30 pm,,Harry Banga,https://www.realestate.com.au/property-house-vic-kalkallo-146450536,Kalkallo
308,"$580,000 - $610,000","4 Mulholland Street, Kalkallo",,3,2,2,Inspection Sat 25 Jan 11:15 am,279m²,Usman Maan,https://www.realestate.com.au/property-house-vic-kalkallo-146668792,Kalkallo
309,"$610,000 - $660,000","36 Hessel Avenue, Doreen",,4,2,2,Inspection Sat 25 Jan 9:30 am,,Raj Bhatia,https://www.realestate.com.au/property-house-vic-doreen-146598856,Doreen
310,"$610,000 - $640,000","10 Yucca Road, Kalkallo",,4,2,2,,312m²,,https://www.realestate.com.au/property-house-vic-kalkallo-145757100,Kalkallo
311,,"5 Ontario Parade, Mickleham",,4,2,1,,,Evan Yousif,https://www.realestate.com.au/property-house-vic-mickleham-144892956,Mickleham
312,,"47 Nectar Street, Mickleham",,3,2,2,,,Ryan Gaire,https://www.realestate.com.au/property-house-vic-mickleham-145622120,Mickleham
313,,"27 Thaine Way, Doreen",,4,2,2,,350m²,Larry Li,https://www.realestate.com.au/property-house-vic-doreen-146731304,Doreen
314,,"23 Apsley Drive, Mickleham",,4,2,1,,,Amit Verma,https://www.realestate.com.au/property-house-vic-mickleham-143131188,Mickleham
315,,"22 Nasturium Street, Kalkallo",,4,2,2,Inspection tomorrow 5:45 pm,302m²,Abdul Sleman,https://www.realestate.com.au/property-house-vic-kalkallo-146895668,Kalkallo
316,,"6 Ambigua Way, Donnybrook",,4,2,1,Inspection Sat 25 Jan 11:00 am,,Karan Singh,https://www.realestate.com.au/property-house-vic-donnybrook-146028184,Donnybrook
317,"$650,000 - $710,000","9 Countess Circuit, Wollert",,4,2,2,Inspection Sat 25 Jan 11:45 am,313m²,Hardy Singh,https://www.realestate.com.au/property-house-vic-wollert-146728504,Wollert
318,"$550,000 - 570,000","38 Fillmore Drive, Craigieburn",,4,2,2,,,Shayla Spiteri,https://www.realestate.com.au/property-house-vic-craigieburn-146895228,Craigieburn
319,"$470,000 - $490,000","7 Baltic Walk, Craigieburn",,3,2,2,,287m²,Trish Orrico,https://www.realestate.com.au/property-house-vic-craigieburn-146895224,Craigieburn
320,"$470,000 - $490,000","43 Vautier Avenue, Mickleham",,3,2,1,,,Adrian Prestileo,https://www.realestate.com.au/property-house-vic-mickleham-146895212,Mickleham
321,"$600,000 - $630,000","19 Cochrane Avenue, Mickleham",,4,2,2,,,Adrian Prestileo,https://www.realestate.com.au/property-house-vic-mickleham-146895208,Mickleham
322,,"13 Bracegirdle Drive, Mickleham",,3,2,2,,,Mickey (Sween) Arya,https://www.realestate.com.au/property-house-vic-mickleham-146591396,Mickleham
323,,"17 Bracegirdle Drive, Mickleham",,3,2,2,,,Mickey (Sween) Arya,https://www.realestate.com.au/property-house-vic-mickleham-146591024,Mickleham
324,,"40 Mound Avenue, Donnybrook",,4,2,2,,,Sahib Singh,https://www.realestate.com.au/property-house-vic-donnybrook-146829144,Donnybrook
325,"$630,000","20 Ivory Road, Donnybrook",,4,2,1,Inspection Sat 25 Jan 1:00 pm,294m²,Elia Kakos,https://www.realestate.com.au/property-house-vic-donnybrook-146725928,Donnybrook
326,"$630,000 - $660,000","Address available on request, Donnybrook",,4,2,2,,,Ricky Randhawa,https://www.realestate.com.au/property-house-vic-donnybrook-145883376,Donnybrook
327,"$590,000-$610,000","Address available on request, Donnybrook",,3,2,2,,,Inder Ghumman,https://www.realestate.com.au/property-house-vic-donnybrook-146161136,Donnybrook
328,,"17/11 Troward Harvey Way, Craigieburn",,3,2,2,Inspection Sat 25 Jan 1:00 pm,,Rashna Luitel,https://www.realestate.com.au/property-house-vic-craigieburn-145882932,Craigieburn
329,"AUCT ESR  $510,000 - $560,000","9 Jasmine Court, Meadow Heights",,3,2,1,Inspection Sat 25 Jan 2:00 pm,494m²,Rob Stefanovski,https://www.realestate.com.au/property-house-vic-meadow+heights-146894032,Meadow Heights
330,"$599,000-$650,000","27 Foxley Crescent, Mickleham",,4,2,1,Inspection Sat 25 Jan 12:30 pm,289m²,Ali Faour,https://www.realestate.com.au/property-house-vic-mickleham-146020296,Mickleham
331,"$580,000 - $620,000","9  Outback Drive, Doreen",,3,2,2,,,Jude Kattan,https://www.realestate.com.au/property-house-vic-doreen-145262892,Doreen
332,"$580,000 to $610,000","25 Albida Street, Donnybrook",,3,2,2,,,Pir Sidhu,https://www.realestate.com.au/property-house-vic-donnybrook-146019728,Donnybrook
333,$602k if eligible for FHOG* - $612k,"1121 Woodlawn Road, Wollert",,4,2,2,,325m²,Brad Alba,https://www.realestate.com.au/property-house-vic-wollert-146950340,Wollert
334,"ESR: $650,000 - $695,000","42 Elation Boulevard, Doreen",,3,2,2,Inspection Sat 25 Jan 10:00 am,,Tony Ong,https://www.realestate.com.au/property-house-vic-doreen-145877840,Doreen
335,,"Address available on request, Kalkallo",,4,2,4,,,Aman Verma,https://www.realestate.com.au/property-house-vic-kalkallo-146824020,Kalkallo
336,"$630,000","3 Olney Mews, Donnybrook",,4,2,2,Inspection Sat 25 Jan 12:45 pm,350m²,Inshira Koralagama,https://www.realestate.com.au/property-house-vic-donnybrook-146948756,Donnybrook
337,"$590,000 - $640,000","32 Sodium Street, Kalkallo",,4,2,2,Inspection Sat 25 Jan 10:45 am,,Karam Virk,https://www.realestate.com.au/property-house-vic-kalkallo-143667604,Kalkallo
338,"$545,000 - $575,000","51 Mealie Avenue, Mickleham",,3,2,1,,,Damien Caputo,https://www.realestate.com.au/property-house-vic-mickleham-146893412,Mickleham
339,"ASKING PRICE $495,000","5 Brentwood Place, Roxburgh Park",,3,2,1,,,Andrew Forehan,https://www.realestate.com.au/property-house-vic-roxburgh+park-146582528,Roxburgh Park
340,,"31 Winterfell Road, Donnybrook",,4,2,2,,350m²,Jessica Kaur,https://www.realestate.com.au/property-house-vic-donnybrook-146718828,Donnybrook
341,"$640,000 - $700,000","43 Burrun Crescent, Epping",,4,2,2,Inspection Sat 25 Jan 10:30 am,,Hayden Assaad,https://www.realestate.com.au/property-house-vic-epping-146948124,Epping
342,,"5 Deau Avenue, Wollert",,5,3,2,,,Romi Sleiman,https://www.realestate.com.au/property-house-vic-wollert-146822344,Wollert
343,"Auction $590,000 - $645,000","29 Seggan Circle, Gowanbrae",,3,2,1,Inspection Sat 25 Jan 8:15 am,,David Vaughan,https://www.realestate.com.au/property-house-vic-gowanbrae-145874488,Gowanbrae
344,,"34 Times Street, Kalkallo",,4,2,1,,,Ola Alsalemy,https://www.realestate.com.au/property-house-vic-kalkallo-146015040,Kalkallo
345,,"10 Punchbowl Road, Kalkallo",,3,2,1,,,Admon Paules,https://www.realestate.com.au/property-house-vic-kalkallo-145874212,Kalkallo
346,,"2 Kenora Way, Mickleham",,3,3,1,Inspection Sat 25 Jan 10:00 am,260m²,Inder Jassar,https://www.realestate.com.au/property-house-vic-mickleham-146717868,Mickleham
347,,"13 Bowery Road, Kalkallo",,4,2,1,,,Ola Alsalemy,https://www.realestate.com.au/property-house-vic-kalkallo-144755560,Kalkallo
348,,"11 Dalgety Street, Mickleham",,4,2,2,Inspection Sat 25 Jan 1:45 pm,,Moe Al-mnahi,https://www.realestate.com.au/property-house-vic-mickleham-146580816,Mickleham
349,"$510,000 - $550,000 !! MUST SELL !!","59 Curbridge Drive, Donnybrook",,3,2,2,Inspection tomorrow 6:00 pm,,Mohit Jain,https://www.realestate.com.au/property-house-vic-donnybrook-145873116,Donnybrook
350,,"11 Mcinerney Road, Kalkallo",,3,2,2,Inspection Sat 25 Jan 11:15 am,350m²,Arvin Nagra,https://www.realestate.com.au/property-house-vic-kalkallo-146440056,Kalkallo
351,,"11 Yancey Street, Donnybrook",,4,2,2,Inspection Fri 24 Jan 6:15 pm,,Kabir Nagpal,https://www.realestate.com.au/property-house-vic-donnybrook-146820796,Donnybrook
352,"$620,000-$660,000","Address available on request, Wollert",,4,2,1,,,,https://www.realestate.com.au/property-house-vic-wollert-143522252,Wollert
353,"$630,000 - $670,000 Great Value !!!","28 Illawara Drive, Mickleham",,4,2,2,Inspection Sat 25 Jan 11:00 am,,Ralph DeMarchi,https://www.realestate.com.au/property-house-vic-mickleham-145739976,Mickleham
354,,"4 Magnesium Road, Kalkallo",,4,2,2,Inspection Sat 25 Jan 2:20 pm,,Mickey (Sween) Arya,https://www.realestate.com.au/property-house-vic-kalkallo-146946200,Kalkallo
355,"$570,000 - $595,000","10 Atwood Street, Doreen",,3,2,1,Inspection Sat 25 Jan 10:00 am,237m²,Troy Hodge,https://www.realestate.com.au/property-house-vic-doreen-146579536,Doreen
356,,"25 Whitebark Street, Wollert",,4,2,2,,,Ola Alsalemy,https://www.realestate.com.au/property-house-vic-wollert-145257344,Wollert
357,"$550,000 - $590,000","13 Nagambie Road, Kalkallo",,4,2,1,Inspection Sat 25 Jan 11:45 am,,Ricky Singh,https://www.realestate.com.au/property-house-vic-kalkallo-146716168,Kalkallo
358,,"7 Bentham Street, Roxburgh Park",,3,2,2,Inspection tomorrow 5:30 pm,,Michael Abbas,https://www.realestate.com.au/property-house-vic-roxburgh+park-146578768,Roxburgh Park
359,"$480,000 - $520,000","6/7 Whiltshire Drive, Roxburgh Park",,3,2,2,Inspection tomorrow 6:00 pm,,Aditya Ghanghas,https://www.realestate.com.au/property-house-vic-roxburgh+park-145738704,Roxburgh Park
360,,"4 Jamieson Court, Epping",,3,2,4,Inspection Sat 25 Jan 11:15 am,528m²,Leon El Assaad,https://www.realestate.com.au/property-house-vic-epping-146891412,Epping
361,,"8 Vicarage Drive, Wollert",,4,2,2,Inspection Sat 25 Jan 12:15 pm,350m²,Sherry Singh,https://www.realestate.com.au/property-house-vic-wollert-146891392,Wollert
362,,"10 Luminous Street, Epping",,3,2,2,Inspection Sat 25 Jan 11:30 am,338m²,Sherry Singh,https://www.realestate.com.au/property-house-vic-epping-146891388,Epping
363,,"90 Alexander Avenue, Thomastown",,4,2,3,Inspection Sat 25 Jan 9:45 am,676m²,Mario Tucci,https://www.realestate.com.au/property-house-vic-thomastown-146891256,Thomastown
364,,"101 The Parade, Wollert",,3,2,4,Inspection Sat 25 Jan 12:30 pm,394m²,Mario Tucci,https://www.realestate.com.au/property-house-vic-wollert-146891248,Wollert
365,,"33 Eynesbury View, Wollert",,3,2,1,Inspection Sat 25 Jan 10:30 am,300m²,Paul Rametta,https://www.realestate.com.au/property-house-vic-wollert-146891236,Wollert
366,,"32 Plowman Court, Epping",,3,2,2,Inspection Sat 25 Jan 12:45 pm,558m²,Leon El Assaad,https://www.realestate.com.au/property-house-vic-epping-146890868,Epping
367,"$640,000 - $690,000","33 Winterfell Road, Donnybrook",,4,2,2,,,Jagjeet Tiwana,https://www.realestate.com.au/property-house-vic-donnybrook-145737620,Donnybrook
368,,"13/10 Heywood Street, Doreen",,3,2,2,Inspection Sat 25 Jan 10:45 am,467m²,Joel Viavattene,https://www.realestate.com.au/property-house-vic-doreen-146890656,Doreen
369,,"Address available on request, Kalkallo",,4,2,2,,,Gaurika Kohli,https://www.realestate.com.au/property-house-vic-kalkallo-144252596,Kalkallo
370,,"15 Beaconsfield Drive, Mickleham",,4,2,1,Inspection tomorrow 6:00 pm,,Amit Verma,https://www.realestate.com.au/property-house-vic-mickleham-146009760,Mickleham
371,,"30 Coolangatta Drive, Mickleham",,4,3,2,,,Ali Alsalemy,https://www.realestate.com.au/property-house-vic-mickleham-146577372,Mickleham
372,"$640,000 - $660,000","2 Sodium Street, Donnybrook",,4,2,2,,340m²,,https://www.realestate.com.au/property-house-vic-donnybrook-137825690,Donnybrook
373,"$590,000","Address available on request, Kalkallo",,4,2,1,,,Param Singh,https://www.realestate.com.au/property-house-vic-kalkallo-145858968,Kalkallo
374,,"28 Coolangatta Drive, Mickleham",,3,2,2,,262.49m²,Nitin Batra,https://www.realestate.com.au/property-house-vic-mickleham-145126988,Mickleham
375,"$480,000 - $528,000","9 Gossamer Way, Mickleham",,3,2,2,,,Con Tsalkos,https://www.realestate.com.au/property-house-vic-mickleham-146711148,Mickleham
376,"ESR $640,000 - $700,000","9 Bunting Crescent, Kalkallo",,4,2,2,,392m²,Rob Stefanovski,https://www.realestate.com.au/property-house-vic-kalkallo-146146260,Kalkallo
377,,"1 Carlton Court, Craigieburn",,3,2,2,Inspection Sat 25 Jan 1:00 pm,657m²,Nadir Jeboo,https://www.realestate.com.au/property-house-vic-craigieburn-146709836,Craigieburn
378,"$650,000 - $680,000","2 Coolgardie Way, Doreen",,4,2,3,,491m²,Tony Brakis,https://www.realestate.com.au/property-house-vic-doreen-146144708,Doreen
379,"$460,000 - $490,000","17 Nomad Rd, Kalkallo",,3,2,1,Inspection tomorrow 6:15 pm,,Shayla Spiteri,https://www.realestate.com.au/property-house-vic-kalkallo-146939700,Kalkallo
380,,"304 Brookfield Boulevard, Craigieburn",,3,2,2,,,Con Lonigro,https://www.realestate.com.au/property-house-vic-craigieburn-144866532,Craigieburn
381,,"11 Nagambie Road, Kalkallo",,4,3,2,,,Ryan Gaire,https://www.realestate.com.au/property-house-vic-kalkallo-145998800,Kalkallo
382,"AUCT ESR $649,000 - $710,000","79 Herman Road, Lalor",,3,2,2,Inspection tomorrow 6:15 pm,558m²,Michael Carrafa,https://www.realestate.com.au/property-house-vic-lalor-146938572,Lalor
383,,"20 Catisfield Circuit, Donnybrook",,4,2,2,Inspection tomorrow 6:00 pm,400m²,Kiranvir Buttar,https://www.realestate.com.au/property-house-vic-donnybrook-146938420,Donnybrook
384,"Private sale $600,000-$650,000","15 Calf Street, Donnybrook",,4,2,2,,,Don Jayawardene,https://www.realestate.com.au/property-house-vic-donnybrook-146812920,Donnybrook
385,"$595,000","Address available on request, Donnybrook",,4,2,2,,,Raj Kapoor,https://www.realestate.com.au/property-house-vic-donnybrook-144863400,Donnybrook
386,"$640,000-$670,000","22  Countess circuit, Wollert",,4,2,2,Inspection tomorrow 6:45 pm,,Inder Ghumman,https://www.realestate.com.au/property-house-vic-wollert-145995124,Wollert
387,,"21 Bellfield Drive, Craigieburn",,3,2,2,,,Waseem Gethya,https://www.realestate.com.au/property-house-vic-craigieburn-146286092,Craigieburn
388,,"69 Sandover Drive, Roxburgh Park",,3,2,2,Inspection tomorrow 6:00 pm,459m²,Khaled Khaled,https://www.realestate.com.au/property-house-vic-roxburgh+park-145856248,Roxburgh Park
389,"$580,000 - $620,000","49B Burrora Way, Craigieburn",,4,2,2,Inspection Sat 25 Jan 12:15 pm,448m²,Aaron Taranto,https://www.realestate.com.au/property-house-vic-craigieburn-146934448,Craigieburn
390,,"59 Alloca Crescent, Donnybrook",,4,2,2,Inspection tomorrow 6:00 pm,,Raj Singh,https://www.realestate.com.au/property-house-vic-donnybrook-146283192,Donnybrook
391,,"8 Cromarty Crescent, Kalkallo",,4,2,2,Inspection Sat 25 Jan 11:00 am,,Mickey (Sween) Arya,https://www.realestate.com.au/property-house-vic-kalkallo-146932496,Kalkallo
392,,"19 Punchbowl Road, Kalkallo",,4,3,1,Inspection tomorrow 5:00 pm,,Bobby Kosuri,https://www.realestate.com.au/property-house-vic-kalkallo-146930808,Kalkallo
393,"Reserve Price - $649,000","29 Smiley Road, Broadmeadows",,4,2,2,Inspection Sat 25 Jan 10:45 am,639m²,Carlo Rauso,https://www.realestate.com.au/property-house-vic-broadmeadows-145988012,Broadmeadows
394,"PRIVATE SALE | $630,000-$680,000","24 Rhine Drive, Roxburgh Park",,3,2,1,Inspection Sat 25 Jan 11:10 am,304m²,Ali Faour,https://www.realestate.com.au/property-house-vic-roxburgh+park-146930620,Roxburgh Park
395,,"17 Cobb Street, South Morang",,4,3,2,Inspection Sat 25 Jan 12:00 pm,367m²,Tony Ong,https://www.realestate.com.au/property-house-vic-south+morang-146929748,South Morang
396,,"34 Stilt Street, Kalkallo",,4,3,2,,,Abeer Al-hatab,https://www.realestate.com.au/property-house-vic-kalkallo-146807172,Kalkallo
397,,"27 Goodia Street, Wollert",,4,2,2,Inspection tomorrow 5:30 pm,404m²,Manish Sharma,https://www.realestate.com.au/property-house-vic-wollert-146807164,Wollert
398,"$650,000 - $680,000","15 Prosecco Street, Wollert",,4,2,1,Inspection tomorrow 5:00 pm,,Manish Sharma,https://www.realestate.com.au/property-house-vic-wollert-145233472,Wollert
399,,"Address available on request, Donnybrook",,3,2,2,,,Bikram Sidhu,https://www.realestate.com.au/property-house-vic-donnybrook-145850012,Donnybrook
400,"$600,000 - $660,000","110 Arcturus Drive, Kalkallo",,4,2,1,,,Wahid Baqi,https://www.realestate.com.au/property-house-vic-kalkallo-145231356,Kalkallo
401,"$570,000 - $627,000","119 Vantage Boulevard, Craigieburn",,3,2,2,Inspection Sat 25 Jan 11:30 am,,Mazen Enwia,https://www.realestate.com.au/property-house-vic-craigieburn-146126448,Craigieburn
402,,"41 Myrtleford Street, Wollert",,3,2,2,Inspection Sat 25 Jan 2:30 pm,,Petar Djeparoski,https://www.realestate.com.au/property-house-vic-wollert-146886576,Wollert
403,"Private Slae-$649,000-$699,000","49 Mealie Ave, Mickleham",,4,2,1,Inspection tomorrow 7:00 pm,,,https://www.realestate.com.au/property-house-vic-mickleham-146658204,Mickleham
404,"$589,009","Lot 748 Plimsoll Street, Mickleham",,3,2,2,,294m²,,https://www.realestate.com.au/property-house-vic-mickleham-146962640,Mickleham
405,,"13 Boilersmith Street, Donnybrook",,4,2,2,,,,https://www.realestate.com.au/property-house-vic-donnybrook-142236472,Donnybrook
406,"$631,300","LOT 21160 KATALIA ESTATE, Donnybrook",,4,2,2,,313m²,,https://www.realestate.com.au/property-house-vic-donnybrook-146781676,Donnybrook
407,,"10 Bergamot Way, South Morang",,3,2,2,,,,https://www.realestate.com.au/property-house-vic-south+morang-146927576,South Morang
408,"New Built &  Luxury"" 3m Ceilings","74 Woodman Cct, Wollert",,3,2,4,,,,https://www.realestate.com.au/property-house-vic-wollert-146507392,Wollert
