,Price,Address,Property Type,Beds,Baths,Car,Inspection Time,Area,Agent,RE_URL,Suburb
409,"TITLED LAND $641,600","Lot 234 Azure Road, Wollert",,3,2,2,,317m²,,https://www.realestate.com.au/property-house-vic-wollert-146897936,Wollert
410,"$585,000 5% DEPOSIT ONLY, ONE CONTRACT","Lot 428 Mylius Street, Wollert",,3,2,2,,118.54m²,,https://www.realestate.com.au/property-house-vic-wollert-146897916,Wollert
411,"$640,000","28 Haystack Drive, Wollert",,4,2,1,,,,https://www.realestate.com.au/property-house-vic-wollert-147041072,Wollert
412,"$628,000","17 Kenora way, Mickleham",,4,2,2,,262m²,,https://www.realestate.com.au/property-house-vic-mickleham-147040128,Mickleham
413,"$615,000 - 625,000","55 Haystack Drive, Wollert",,4,2,1,,,,https://www.realestate.com.au/property-house-vic-wollert-147037932,Wollert
414,"$613,825* - FULL TURN KEY! ENQUIRE NOW!","1610 Commonwealth Circuit, Donnybrook",,3,2,2,,263m²,,https://www.realestate.com.au/property-house-vic-donnybrook-147036912,Donnybrook
415,,"7 Chilworth Street, Donnybrook",,3,2,1,Inspection Sat 25 Jan 1:00 pm,,,https://www.realestate.com.au/property-house-vic-donnybrook-147026988,Donnybrook
416,,"26 Ironcap Road, Mickleham",,3,2,2,,,,https://www.realestate.com.au/property-house-vic-mickleham-147026412,Mickleham
417,,"28 Ironcap Road, Mickleham",,3,2,2,,,,https://www.realestate.com.au/property-house-vic-mickleham-147026540,Mickleham
418,,"4 Nitraria Street, Mickleham",,3,2,2,,,,https://www.realestate.com.au/property-house-vic-mickleham-147026236,Mickleham
419,,"6 Nitraria Street, Mickleham",,3,2,2,,,,https://www.realestate.com.au/property-house-vic-mickleham-147026284,Mickleham
420,"$619,450","Address available on request, Wollert",,3,2,1,,238m²,,https://www.realestate.com.au/property-house-vic-wollert-147015516,Wollert
421,"$597,900","Address available on request, Wollert",,3,2,2,,294m²,,https://www.realestate.com.au/property-house-vic-wollert-147015988,Wollert
422,"$576,406","Lot 33221 Alisterus Road, Kalkallo",,3,2,1,,262.5m²,,https://www.realestate.com.au/property-house-vic-kalkallo-147019792,Kalkallo
423,"$630,000- $680,000","35 Manning Clark Road, Mill Park",,3,2,2,Inspection Sat 25 Jan 2:00 pm,,,https://www.realestate.com.au/property-house-vic-mill+park-146875900,Mill Park
424,$650000-$700000,"14  croce avenue, Wollert",,4,2,2,Inspection tomorrow 7:45 pm,,,https://www.realestate.com.au/property-house-vic-wollert-147012048,Wollert
425,"$648,818","Lot 3207 Awbridge Dr, Donnybrook",,4,2,2,,294m²,,https://www.realestate.com.au/property-house-vic-donnybrook-147005996,Donnybrook
426,$650000-$700000,"Address available on request, Wollert",,4,2,2,,195.1m²,,https://www.realestate.com.au/property-house-vic-wollert-146990596,Wollert
427,"$530,000 - $580,000","9 Tomentosa Court, Donnybrook",,3,2,1,Inspection Sat 25 Jan 11:45 am,178.5m²,,https://www.realestate.com.au/property-house-vic-donnybrook-146985724,Donnybrook
428,"$580,000 - $595,000","1 Tomentosa Court, Donnybrook",,4,2,1,Inspection Sat 25 Jan 11:45 am,217.5m²,,https://www.realestate.com.au/property-house-vic-donnybrook-146985708,Donnybrook
429,"$580,000 - $620,000","18 Molesworth Crescent, Donnybrook",,4,2,2,Inspection tomorrow 6:00 pm,242m²,,https://www.realestate.com.au/property-house-vic-donnybrook-146983448,Donnybrook
430,"$649,100","LOT 1909 LYNDARUM NORTH ESTATE, Wollert",,3,2,2,,300m²,,https://www.realestate.com.au/property-house-vic-wollert-146976380,Wollert
431,"$644,150","Lot 32941 Antares Parade, Kalkallo",,3,2,2,,336m²,,https://www.realestate.com.au/property-house-vic-kalkallo-146976424,Kalkallo
432,"$642,850","Lot 3207 Awbridge Drive, Donnybrook",,3,2,2,,294m²,,https://www.realestate.com.au/property-house-vic-donnybrook-146976440,Donnybrook
433,"$634,250","LOT 21160 KATALIA ESTATE, Donnybrook",,4,2,2,,313m²,,https://www.realestate.com.au/property-house-vic-donnybrook-146976392,Donnybrook
434,"$609,000","Lot 21209 Katalia Estate, Donnybrook",,4,2,2,,313m²,,https://www.realestate.com.au/property-house-vic-donnybrook-146976548,Donnybrook
436,"$594,100","LOT 21159 KATALIA ESTATE, Donnybrook",,3,2,2,,263m²,,https://www.realestate.com.au/property-house-vic-donnybrook-146976384,Donnybrook
437,"$565,000","Lot 21233 Katalia Estate, Donnybrook",,3,2,2,,263m²,,https://www.realestate.com.au/property-house-vic-donnybrook-146976540,Donnybrook
438,"$576,686","Lot 1010 Rainbow Street, Wollert",,3,2,2,,274m²,,https://www.realestate.com.au/property-house-vic-wollert-146965472,Wollert
439,"$550,800 To $570,800","Lot 323 Bango Way, Donnybrook",,4,2,1,,213m²,,https://www.realestate.com.au/property-house-vic-donnybrook-146969412,Donnybrook
440,$648k if eligible for FHOG* - $658k,"1121 Woodlawn Road, Wollert",,4,2,2,,325m²,,https://www.realestate.com.au/property-house-vic-wollert-146956560,Wollert
441,"$639,109","Lot 21104 Pulchella Crescent, Donnybrook",,3,2,1,,389m²,,https://www.realestate.com.au/property-house-vic-donnybrook-146958496,Donnybrook
442,,"7 Prosecco Street, Wollert",,3,2,1,Inspection tomorrow 5:00 pm,,,https://www.realestate.com.au/property-house-vic-wollert-145232412,Wollert
443,,"5 Prosecco Street, Wollert",,3,2,1,Inspection tomorrow 5:00 pm,,,https://www.realestate.com.au/property-house-vic-wollert-145232736,Wollert
444,,"3 Prosecco Street, Wollert",,3,2,1,Inspection tomorrow 5:00 pm,,,https://www.realestate.com.au/property-house-vic-wollert-145232880,Wollert
445,,"13 Prosecco Street, Wollert",,3,2,1,Inspection tomorrow 5:00 pm,,,https://www.realestate.com.au/property-house-vic-wollert-145232172,Wollert
446,,"11 Prosecco Street, Wollert",,3,2,1,Inspection tomorrow 5:00 pm,,,https://www.realestate.com.au/property-house-vic-wollert-145232316,Wollert
447,"$514,900","Address available on request, Kalkallo",,3,2,2,,,,https://www.realestate.com.au/property-house-vic-kalkallo-146948992,Kalkallo
448,"$514,900","Address available on request, Kalkallo",,3,2,2,,,,https://www.realestate.com.au/property-house-vic-kalkallo-146948984,Kalkallo
449,,"12 Carignan Street, Wollert",,4,2,2,,,,https://www.realestate.com.au/property-house-vic-wollert-146942972,Wollert
450,,"18 Nasturium Street, Kalkallo",,4,2,2,,,,https://www.realestate.com.au/property-house-vic-kalkallo-146945244,Kalkallo
451,,"10 Magnesium Road, Kalkallo",,4,2,2,,,,https://www.realestate.com.au/property-house-vic-kalkallo-146946412,Kalkallo
452,,"12 Magnesium Road, Kalkallo",,4,2,2,,,,https://www.realestate.com.au/property-house-vic-kalkallo-146946496,Kalkallo
453,,"8 Tungsten Drive, Kalkallo",,3,2,2,,,,https://www.realestate.com.au/property-house-vic-kalkallo-146947036,Kalkallo
454,,"4 Mulholland Street, Kalkallo",,3,2,2,,,,https://www.realestate.com.au/property-house-vic-kalkallo-146945128,Kalkallo
459,"$630,000","17 Nyon Walk, Wollert",,4,2,2,,215m²,,https://www.realestate.com.au/property-house-vic-wollert-146665580,Wollert
460,,"10  Echelon Road, Doreen",,3,2,1,,330m²,,https://www.realestate.com.au/property-house-vic-doreen-146531084,Doreen
461,"$620,000","21 Times Street, Kalkallo",,3,2,1,,179m²,,https://www.realestate.com.au/property-house-vic-kalkallo-146867756,Kalkallo
463,$596k if eligible for FHOG - $606k,"1123 Woodlawn Road, Wollert",,4,2,2,,273m²,,https://www.realestate.com.au/property-house-vic-wollert-146873708,Wollert
465,"$629,800 To $659,800","Lot 476 Frittata Street, Donnybrook",,4,2,2,,313m²,,https://www.realestate.com.au/property-house-vic-donnybrook-146870728,Donnybrook
466,"$649,900","16 Nagambie Road, Kalkallo",,3,2,2,,350m²,,https://www.realestate.com.au/property-house-vic-kalkallo-146861628,Kalkallo
467,"$647,000 To $657,000","Lot 748 Pimsoll Street, Mickleham",,4,2,2,,294m²,,https://www.realestate.com.au/property-house-vic-mickleham-146870752,Mickleham
468,"$623,900 To $633,900","Lot 747 Pimsoll Street, Mickleham",,3,2,2,,262m²,,https://www.realestate.com.au/property-house-vic-mickleham-146870816,Mickleham
469,"$595,500 To $625,500","Lot 475 Frittata Street, Donnybrook",,3,2,2,,263m²,,https://www.realestate.com.au/property-house-vic-donnybrook-146869404,Donnybrook
470,"$580,000 To $590,000","Lot 317 Bango Way, Donnybrook",,4,2,1,,213m²,,https://www.realestate.com.au/property-house-vic-donnybrook-146870712,Donnybrook
471,"$626,720","LOT 32822 Titanium Street, Kalkallo",,4,2,2,,350m²,,https://www.realestate.com.au/property-house-vic-kalkallo-146857220,Kalkallo
472,"$615,000","2/61 Black Braes Boulevard, Mernda",,3,2,1,Inspection Sat 25 Jan 4:30 pm,,,https://www.realestate.com.au/property-house-vic-mernda-146862400,Mernda
473,"$474,900","Lot 323 Donnybrook, Donnybrook",,3,2,1,,213m²,,https://www.realestate.com.au/property-house-vic-donnybrook-146857248,Donnybrook
474,"$649,000 - $679,000","9 Jum Way, Donnybrook",,4,2,2,,,,https://www.realestate.com.au/property-house-vic-donnybrook-146841744,Donnybrook
475,,"9 Knockturn Road, Kalkallo",,3,2,1,,,,https://www.realestate.com.au/property-house-vic-kalkallo-146834092,Kalkallo
476,"$535,890","604 Churchill Drive, Donnybrook",,3,2,1,,213m²,,https://www.realestate.com.au/property-house-vic-donnybrook-146827432,Donnybrook
477,,"26 Lowline Way, Wollert",,4,2,2,,336m²,,https://www.realestate.com.au/property-house-vic-wollert-146815812,Wollert
478,"$591,490","Lot 747 Plimsoll St, Mickleham",,3,2,2,,262m²,,https://www.realestate.com.au/property-house-vic-mickleham-146818320,Mickleham
479,"$635,000","21 Calf Street, Donnybrook",,4,2,2,,,,https://www.realestate.com.au/property-house-vic-donnybrook-146812784,Donnybrook
480,"TITLED LAND $623,000","36 Mulwala Drive, Doreen",,4,2,2,,313m²,,https://www.realestate.com.au/property-house-vic-doreen-146813324,Doreen
481,,"22 Amfissa Street, Wollert",,3,2,2,,,,https://www.realestate.com.au/property-house-vic-wollert-146795036,Wollert
482,"$628,090","Lot 1318 ., Wollert",,3,2,2,,300m²,,https://www.realestate.com.au/property-house-vic-wollert-146791724,Wollert
483,"$612,200 To $632,200","Lot 747 Plimsoll Street, Mickleham",,4,2,2,,262m²,,https://www.realestate.com.au/property-house-vic-mickleham-146788688,Mickleham
484,"$610,000 To $640,000","Lot 459 Frittata Street, Donnybrook",,4,2,2,,263m²,,https://www.realestate.com.au/property-house-vic-donnybrook-146788644,Donnybrook
485,"$546,000 To $576,000","Lot 460  Frittata Street, Donnybrook",,3,2,2,,220m²,,https://www.realestate.com.au/property-house-vic-donnybrook-146788592,Donnybrook
486,"$638,859","Lot 1036 Fuchsia Street, Wollert",,3,2,2,,318m²,,https://www.realestate.com.au/property-house-vic-wollert-146781760,Wollert
487,"$625,838","Lot 1318 Castletroy Circuit, Wollert",,3,2,2,,300m²,,https://www.realestate.com.au/property-house-vic-wollert-146781800,Wollert
488,"$587,838","Lot 747 Plimsoll Street, Mickleham",,3,2,2,,262m²,,https://www.realestate.com.au/property-house-vic-mickleham-146781848,Mickleham
489,"$538,153","Lot 20934 Dome Avenue, Donnybrook",,3,2,1,,350m²,,https://www.realestate.com.au/property-house-vic-donnybrook-146769196,Donnybrook
490,"$630,000","91 Spinebill Close, South Morang",,3,3,1,,,,https://www.realestate.com.au/property-house-vic-south+morang-146761732,South Morang
491,"$630,000","90 Spinebill Close, South Morang",,3,2,1,,,,https://www.realestate.com.au/property-house-vic-south+morang-146761684,South Morang
492,"$630,000","89 Spinebill Close, South Morang",,3,2,1,,,,https://www.realestate.com.au/property-house-vic-south+morang-146761620,South Morang
493,"$630,000","88 Spinebill Close, South Morang",,3,2,1,,,,https://www.realestate.com.au/property-house-vic-south+morang-146761596,South Morang
494,"$621,000","Lot 2733 Fayalite Circuit, Donnybrook",,4,2,2,,313m²,,https://www.realestate.com.au/property-house-vic-donnybrook-146760172,Donnybrook
495,"$564,200","Lot 604 Churchill Drive, Donnybrook",,3,2,1,,213m²,,https://www.realestate.com.au/property-house-vic-donnybrook-146759640,Donnybrook
496,"$549,300","Lot 523 Kattang Street, Donnybrook",,3,2,2,,221m²,,https://www.realestate.com.au/property-house-vic-donnybrook-146759372,Donnybrook
497,"TITLED LAND - $631,320","Lot 219 Pitchstone Circuit, Epping",,3,2,2,,263m²,,https://www.realestate.com.au/property-house-vic-epping-146750488,Epping
498,"$630,000 - $660,000","28 Sandon Crescent, Donnybrook",,4,2,2,Inspection tomorrow 5:30 pm,,,https://www.realestate.com.au/property-house-vic-donnybrook-146729556,Donnybrook
499,"$585,990","636 ., Donnybrook",,4,2,1,,225m²,,https://www.realestate.com.au/property-house-vic-donnybrook-146714712,Donnybrook
500,"$515,990","648 ., Donnybrook",,4,2,2,,204m²,,https://www.realestate.com.au/property-house-vic-donnybrook-146714708,Donnybrook
501,"H&L Packages From $570,000","Address available on request, Wollert",,3,2,2,,,,https://www.realestate.com.au/property-house-vic-wollert-146708268,Wollert
502,"$638,700","Address available on request, Greenvale",,3,2,1,,,,https://www.realestate.com.au/property-house-vic-greenvale-146705652,Greenvale
503,"$622,750","Address available on request, Wollert",,3,2,2,,,,https://www.realestate.com.au/property-house-vic-wollert-146705640,Wollert
504,"$580,000","68 Everlasting Boulevard, South Morang",,3,2,1,,,,https://www.realestate.com.au/property-house-vic-south+morang-146696700,South Morang
505,"$570,000 - $600,000","13 Troidini Entrance, Mickleham",,3,2,1,Inspection tomorrow 5:30 pm,212m²,,https://www.realestate.com.au/property-house-vic-mickleham-146683068,Mickleham
506,,"11 Middlemount Street, Donnybrook",,4,2,2,,,,https://www.realestate.com.au/property-house-vic-donnybrook-141833588,Donnybrook
507,,"11 Humboldt Street, Kalkallo",,3,2,2,,,,https://www.realestate.com.au/property-house-vic-kalkallo-146643768,Kalkallo
508,"$514,900","36745 Mulholland Street, Kalkallo",,3,2,1,,221m²,,https://www.realestate.com.au/property-house-vic-kalkallo-146637540,Kalkallo
509,"$514,900","36744 Mulholland Street, Kalkallo",,3,2,1,,221m²,,https://www.realestate.com.au/property-house-vic-kalkallo-146637300,Kalkallo
510,"$569,250","Address available on request, Wollert",,3,2,1,,,,https://www.realestate.com.au/property-house-vic-wollert-146627148,Wollert
511,,"10 Clarendon Avenue, Craigieburn",,3,2,1,Inspection Sat 25 Jan 1:00 pm,,,https://www.realestate.com.au/property-house-vic-craigieburn-146623964,Craigieburn
512,"$589,900","5 Mulholland St, Kalkallo",,3,2,2,,263m²,,https://www.realestate.com.au/property-house-vic-kalkallo-146609752,Kalkallo
513,,"15 Bracegirdle Drive, Mickleham",,3,2,2,,,,https://www.realestate.com.au/property-house-vic-mickleham-146591056,Mickleham
514,,"11 Bracegirdle Drive, Mickleham",,3,2,2,,,,https://www.realestate.com.au/property-house-vic-mickleham-146591320,Mickleham
515,,"21 Mitford Crescent, Craigieburn",,4,2,1,Inspection Sat 25 Jan 11:00 am,,,https://www.realestate.com.au/property-house-vic-craigieburn-145994944,Craigieburn
516,"$632,900","Lot 213 at Aticuss Estate, Woodstock",,4,2,2,,350m²,,https://www.realestate.com.au/property-house-vic-woodstock-146531404,Woodstock
517,"From $540,000","Address available on request, Donnybrook",,3,2,1,,,,https://www.realestate.com.au/property-house-vic-donnybrook-146495768,Donnybrook
518,"$546,000 — $566,000","3 Rialto Circuit, Craigieburn",,3,2,1,,,,https://www.realestate.com.au/property-house-vic-craigieburn-146480240,Craigieburn
519,"TITLED LAND - $642,500","Lot 34 Yellow Brick Road, Doreen",,4,2,2,,331m²,,https://www.realestate.com.au/property-house-vic-doreen-146403372,Doreen
520,"$605,500","Address available on request, Wollert",,3,2,2,,275m²,,https://www.realestate.com.au/property-house-vic-wollert-146372996,Wollert
521,"$524,400","Address available on request, Wollert",,3,2,1,,179m²,,https://www.realestate.com.au/property-house-vic-wollert-146372948,Wollert
522,"$539,000","162 Clongower Street, Woodstock",,3,2,2,,,,https://www.realestate.com.au/property-house-vic-woodstock-146354432,Woodstock
523,"$599,900","24 Langridge Way, Mickleham",,3,2,2,,263m²,,https://www.realestate.com.au/property-house-vic-mickleham-146346084,Mickleham
524,"$599,990","Address available on request, Donnybrook",,3,2,2,,,,https://www.realestate.com.au/property-house-vic-donnybrook-146307724,Donnybrook
525,"$560,000","10 Zataar Street, Mickleham",,3,2,1,,,,https://www.realestate.com.au/property-house-vic-mickleham-146277444,Mickleham
526,"$599,900","26 Langridge Way, Mickleham",,3,2,2,,263m²,,https://www.realestate.com.au/property-house-vic-mickleham-146262156,Mickleham
527,"$599,900","21  Huntingtower Avenue, Mickleham",,3,2,2,,263m²,,https://www.realestate.com.au/property-house-vic-mickleham-146262396,Mickleham
528,"$650,000 - $675,000","62 River Redgum Boulevard, Donnybrook",,4,2,2,,,,https://www.realestate.com.au/property-house-vic-donnybrook-146252524,Donnybrook
529,"$640,000 - $680,000","32 Samolus Street, Mickleham",,4,2,2,,,,https://www.realestate.com.au/property-house-vic-mickleham-146241552,Mickleham
530,"$627,350","No. 401 Mylius Street, Wollert",,3,2,2,,238m²,,https://www.realestate.com.au/property-house-vic-wollert-146006592,Wollert
531,"$634,350","No. 404 Mylius Street, Wollert",,3,2,2,,302m²,,https://www.realestate.com.au/property-house-vic-wollert-146006056,Wollert
532,"$629,900","8 Lynnwood Drive, Mickleham",,3,2,2,,313m²,,https://www.realestate.com.au/property-house-vic-mickleham-145998372,Mickleham
533,"$599,900","25 Huntingtower Ave, Mickleham",,3,2,2,,263m²,,https://www.realestate.com.au/property-house-vic-mickleham-146000436,Mickleham
534,"$540,000","11 Ferguson Walk, Mickleham",,3,2,2,,168m²,,https://www.realestate.com.au/property-house-vic-mickleham-145937936,Mickleham
535,"$580,000 -$610,000","Lot 313 Bracegirdle Drive, Mickleham",,3,2,2,,294m²,,https://www.realestate.com.au/property-house-vic-mickleham-145872004,Mickleham
536,"$640,000 - $680,000","30 Samolus Street, Mickleham",,4,2,2,,,,https://www.realestate.com.au/property-house-vic-mickleham-145847908,Mickleham
537,"$580,000 to $610,000","4 Bracegirdle Drive, Mickleham",,3,2,2,,,,https://www.realestate.com.au/property-house-vic-mickleham-145848572,Mickleham
538,"$599,000 - $619,000","38  Deltora Road, Wollert",,3,2,1,,,,https://www.realestate.com.au/property-house-vic-wollert-145841764,Wollert
539,"$560,000 - $600,000","7 Portswood Drive, Donnybrook",,4,2,1,,,,https://www.realestate.com.au/property-house-vic-donnybrook-145831648,Donnybrook
540,"$560,000 - $600,00","9 Portswood Drive, Donnybrook",,4,2,1,,,,https://www.realestate.com.au/property-house-vic-donnybrook-145831832,Donnybrook
541,"$600,000","Address available on request, Mickleham",,4,2,1,,,,https://www.realestate.com.au/property-house-vic-mickleham-145815072,Mickleham
542,"$570,200 - Fixed Price & Full Turnkey Inclusions","Address available on request, Donnybrook",,3,2,1,,179m²,,https://www.realestate.com.au/property-house-vic-donnybrook-145759136,Donnybrook
543,"$509,846","147 Elana Place, Epping",,3,2,1,,191m²,,https://www.realestate.com.au/property-house-vic-epping-145740480,Epping
544,"$624,900","23 Huntingtower Avenue, Mickleham",,3,2,2,,221m²,,https://www.realestate.com.au/property-house-vic-mickleham-145745296,Mickleham
545,"$619,900","15 Belson Street., Mickleham",,3,2,2,,294m²,,https://www.realestate.com.au/property-house-vic-mickleham-145744756,Mickleham
546,"$536,000","Lot 636 Millbrook Way, Woodstock",,3,2,1,,225m²,,https://www.realestate.com.au/property-house-vic-woodstock-145731312,Woodstock
547,"$499,000 - $510,000","54 Boomerang Road, Donnybrook",,3,2,1,,,,https://www.realestate.com.au/property-house-vic-donnybrook-145620496,Donnybrook
548,"$650,000 - $680,000","18 Sandon Crescent, Donnybrook",,4,2,1,,,,https://www.realestate.com.au/property-house-vic-donnybrook-145573280,Donnybrook
549,Taking offer 630K-660K,"11 Swanmore Road, Donnybrook",,4,2,2,,,,https://www.realestate.com.au/property-house-vic-donnybrook-145534968,Donnybrook
550,"$650,000 - $700,000","10  Herridge Street, Mickleham",,4,2,4,,,,https://www.realestate.com.au/property-house-vic-mickleham-145158276,Mickleham
551,,"Address available on request, Mickleham",,3,2,1,,,,https://www.realestate.com.au/property-house-vic-mickleham-145489376,Mickleham
552,"$549,700","526 New Street, Donnybrook",,3,2,1,,196m²,,https://www.realestate.com.au/property-house-vic-donnybrook-145447100,Donnybrook
553,"$625,000 - $640,000","11 Knockturn Road, Kalkallo",,4,2,2,,,,https://www.realestate.com.au/property-house-vic-kalkallo-145444212,Kalkallo
554,"$580,000 to $610,000","3 Mulholland Street, Kalkallo",,3,2,2,,,,https://www.realestate.com.au/property-house-vic-kalkallo-145443124,Kalkallo
555,"$558,800 - Fixed Price & Full Turnkey Inclusions","615 Churchill Drive, Donnybrook",,3,2,1,,179m²,,https://www.realestate.com.au/property-house-vic-donnybrook-145307092,Donnybrook
556,"$600,000 to $625,000","6A Richards Street, Lalor",,3,2,2,Inspection Sat 25 Jan 1:00 pm,,,https://www.realestate.com.au/property-house-vic-lalor-144937772,Lalor
557,"$540,000 - $580,000","17 Olivetree Loop, Craigieburn",,3,2,2,Inspection tomorrow 6:00 pm,,,https://www.realestate.com.au/property-house-vic-craigieburn-145145136,Craigieburn
558,"$650,000 $669,000","Address available on request, Donnybrook",,4,2,1,,318m²,,https://www.realestate.com.au/property-house-vic-donnybrook-145122488,Donnybrook
559,"$510,000 - $530,000","79 Regatta Drive, Craigieburn",,3,3,2,,167m²,,https://www.realestate.com.au/property-house-vic-craigieburn-144963024,Craigieburn
560,,"43 Alloca Crescent, Donnybrook",,4,2,2,,,,https://www.realestate.com.au/property-house-vic-donnybrook-144939456,Donnybrook
561,,"3 Times Street, Kalkallo",,4,2,2,,,,https://www.realestate.com.au/property-house-vic-kalkallo-144820996,Kalkallo
562,,"31 Arlington Park Drive, Mickleham",,3,2,1,,,,https://www.realestate.com.au/property-house-vic-mickleham-144749840,Mickleham
563,"$650,000 - $670,000","Address available on request, Donnybrook",,4,2,1,,,,https://www.realestate.com.au/property-house-vic-donnybrook-144689980,Donnybrook
564,"$555,000 - $575,000","10 Quiney Walk, Wollert",,3,2,2,,,,https://www.realestate.com.au/property-house-vic-wollert-144629888,Wollert
565,$599K Turnkey H&L,"41138 Lot 41138 Powderbank Cresent, Mickleham",,3,2,2,,263m²,,https://www.realestate.com.au/property-house-vic-mickleham-144588308,Mickleham
566,"$553,600 Full Turnkey Inclusions","Lot 523 Kattang Street, Donnybrook",,3,2,1,,179m²,,https://www.realestate.com.au/property-house-vic-donnybrook-144416660,Donnybrook
567,,"17 Washington Street, Dallas",,4,2,2,,615m²,,https://www.realestate.com.au/property-house-vic-dallas-144148932,Dallas
568,,"Address available on request, Kalkallo",,4,2,2,,,,https://www.realestate.com.au/property-house-vic-kalkallo-143187728,Kalkallo
569,,"Address available on request, Wollert",,3,2,2,,,,https://www.realestate.com.au/property-house-vic-wollert-142435056,Wollert
570,"$565,855","109 Gamon Street, Mickleham",,3,2,1,,,,https://www.realestate.com.au/property-house-vic-mickleham-141454636,Mickleham
571,"$579,800 Full Turnkey Inclusions","Lot 20212 Bovine Crescent, Donnybrook",,3,2,2,,263m²,,https://www.realestate.com.au/property-house-vic-donnybrook-141036064,Donnybrook
572,,"45 Turion Drive, Mickleham",,3,2,1,,,,https://www.realestate.com.au/property-house-vic-mickleham-139648851,Mickleham
573,,"32  Cochrane Avenue, Mickleham",,4,2,2,,,,https://www.realestate.com.au/property-house-vic-mickleham-135404418,Mickleham
